-76,-79,yLMPPc+O+OCMCZ9xcw1qUrDacf0=,ivacaMls6mIz7eoEcKCinzQGn34=
-77,-79,yLMPPc+O+OCMCZ9xcw1qUrDacf0=,ivacaMls6mIz7eoEcKCinzQGn34=
-78,-79,yLMPPc+O+OCMCZ9xcw1qUrDacf0=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-79,yLMPPc+O+OCMCZ9xcw1qUrDacf0=,ivacaMls6mIz7eoEcKCinzQGn34=
-74,-74,yLMPPc+O+OCMCZ9xcw1qUrDacf0=,ivacaMls6mIz7eoEcKCinzQGn34=
-75,-74,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-76,-74,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-77,-74,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-74,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-74,-75,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-78,-74,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-76,-75,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-77,-75,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-75,-75,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-78,-75,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-75,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-74,-76,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-75,-76,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-76,-76,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-78,-76,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-76,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-77,-76,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-74,-77,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-75,-77,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-77,-77,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-77,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-78,-77,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-76,-77,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-75,-78,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-74,-78,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-76,-78,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-77,-78,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-78,-78,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-78,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-74,-79,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-79,-72,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-78,-72,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-75,-79,0XZjiWThMaztAMzaMN9XBIEBfM8=,ivacaMls6mIz7eoEcKCinzQGn34=
-76,-66,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-74,-66,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-75,-66,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-77,-72,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-76,-72,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-74,-72,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-79,-71,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-75,-72,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-78,-71,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-79,-65,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-78,-65,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
-77,-71,0XZjiWThMaztAMzaMN9XBIEBfM8=,jtrSFC7zOtGnmLkt1iicl8/yFto=
